"Year","Intent","Ethnicity","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2004","Homicide","Hispanic","Louisiana","--","139,738","--","--","--"
"2004","Homicide","Hispanic","Maine","--","13,464","--","--","--"
"2004","Homicide","Hispanic","Maryland","17**","322,895","5.27**","4.45**","608"
"2004","Homicide","Hispanic","Massachusetts","26","506,289","5.14","4.22","977"
"2004","Homicide","Hispanic","Michigan","23","381,150","6.03","5.56","815"
"2004","Homicide","Hispanic","Minnesota","--","190,294","--","--","--"
"2004","Homicide","Hispanic","Mississippi","--","55,734","--","--","--"
"2004","Homicide","Hispanic","Missouri","--","156,048","--","--","--"
"2004","Homicide","Hispanic","Montana","0**","22,766","0.00**","0.00**","--"
"2004","Homicide","Hispanic","Nebraska","--","124,667","--","--","--"
"2004","Homicide","Hispanic","Nevada","48","531,663","9.03","7.86","1,770"
"2004","Homicide","Hispanic","New Hampshire","0**","28,780","0.00**","0.00**","--"
"2004","Homicide","Hispanic","New Jersey","41","1,304,751","3.14","2.63","1,478"
"2004","Homicide","Hispanic","New Mexico","42","834,722","5.03","4.74","1,433"
"2004","Homicide","Hispanic","New York","108","3,092,293","3.49","3.14","3,717"
"2004","Homicide","Hispanic","North Carolina","29","534,364","5.43","4.25","1,022"
"2004","Homicide","Hispanic","North Dakota","--","10,359","--","--","--"
"2004","Homicide","Hispanic","Ohio","15**","271,798","5.52**","4.18**","572"
"2004","Homicide","Hispanic","Oklahoma","11**","236,132","4.66**","3.53**","422"
"2004","Homicide","Hispanic","Oregon","11**","343,677","3.20**","2.74**","401"
"2004","Homicide","Hispanic","Pennsylvania","37","510,353","7.25","5.39","1,504"
"2004","Homicide","Hispanic","Rhode Island","--","111,016","--","--","--"
"2004","Homicide","Hispanic","South Carolina","--","144,106","--","--","--"
"2004","Homicide","Hispanic","South Dakota","0**","16,371","0.00**","0.00**","--"
"2004","Homicide","Hispanic","Tennessee","11**","183,955","5.98**","4.92**","409"
"2004","Homicide","Hispanic","Texas","372","7,749,995","4.80","4.34","13,262"
"2004","Homicide","Hispanic","Utah","13**","254,864","5.10**","3.78**","447"
"2004","Homicide","Hispanic","Vermont","0**","7,344","0.00**","0.00**","--"
"2004","Homicide","Hispanic","Virginia","11**","449,301","2.45**","2.05**","430"
"2004","Homicide","Hispanic","Washington","24","553,147","4.34","3.82","899"
"2004","Homicide","Hispanic","West Virginia","0**","16,201","0.00**","0.00**","--"
"2004","Homicide","Hispanic","Wisconsin","12**","250,997","4.78**","3.92**","451"
"2004","Homicide","Hispanic","Wyoming","--","37,001","--","--","--"
"2004","Homicide","Unknown","Arizona","--","--","--","--","--"
"2004","Homicide","Unknown","California","--","--","--","--","--"
"2004","Homicide","Unknown","Florida","11**","--","0.00**","0.00**","192"
"2004","Homicide","Unknown","Georgia","--","--","--","--","--"
"2004","Homicide","Unknown","Illinois","22","--","0.00","0.00","746"
"2004","Homicide","Unknown","Indiana","--","--","--","--","--"
"2004","Homicide","Unknown","Louisiana","--","--","--","--","--"
"2004","Homicide","Unknown","Missouri","--","--","--","--","--"
"2004","Homicide","Unknown","Nebraska","--","--","--","--","--"
"2004","Homicide","Unknown","Nevada","--","--","--","--","--"
"2004","Homicide","Unknown","New York","--","--","--","--","--"
"2004","Homicide","Unknown","North Carolina","--","--","--","--","--"
"2004","Homicide","Unknown","Ohio","--","--","--","--","--"
"2004","Homicide","Unknown","Texas","--","--","--","--","--"
"2004","Homicide","Unknown","Virginia","--","--","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Alabama","--","4,417,445","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Alaska","--","626,274","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Arizona","--","4,111,398","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Arkansas","--","2,624,583","--","--","--"
"2004","Legal Intervention","Non-Hispanic","California","43","23,239,009","0.19","0.19","1,350"
"2004","Legal Intervention","Non-Hispanic","Colorado","--","3,710,269","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Connecticut","--","3,113,182","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Delaware","--","779,529","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Florida","11**","14,084,049","0.08**","0.08**","323"
"2004","Legal Intervention","Non-Hispanic","Georgia","--","8,166,678","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Hawaii","--","1,172,183","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Idaho","--","1,264,494","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Illinois","--","10,842,501","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Indiana","--","5,949,791","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Iowa","--","2,843,863","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Kansas","--","2,504,249","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Kentucky","--","4,058,894","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Louisiana","--","4,412,500","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Maryland","--","5,224,040","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Massachusetts","--","5,905,992","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Michigan","--","9,674,165","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Minnesota","--","4,897,419","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Mississippi","--","2,833,276","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Missouri","--","5,591,693","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Nebraska","--","1,624,703","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Nevada","--","1,814,559","--","--","--"
"2004","Legal Intervention","Non-Hispanic","New Jersey","--","7,329,810","--","--","--"
"2004","Legal Intervention","Non-Hispanic","New Mexico","--","1,069,086","--","--","--"
"2004","Legal Intervention","Non-Hispanic","New York","--","16,079,274","--","--","--"
"2004","Legal Intervention","Non-Hispanic","North Carolina","--","8,018,788","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Ohio","--","11,180,453","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Oklahoma","--","3,289,101","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Oregon","--","3,225,786","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Pennsylvania","--","11,900,369","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Rhode Island","--","963,563","--","--","--"
"2004","Legal Intervention","Non-Hispanic","South Carolina","--","4,066,815","--","--","--"
"2004","Legal Intervention","Non-Hispanic","South Dakota","--","754,025","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Tennessee","--","5,726,854","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Texas","13**","14,644,028","0.09**","0.09**","207"
"2004","Legal Intervention","Non-Hispanic","Utah","--","2,146,716","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Virginia","--","7,026,274","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Washington","--","5,625,498","--","--","--"
"2004","Legal Intervention","Non-Hispanic","West Virginia","--","1,800,237","--","--","--"
"2004","Legal Intervention","Non-Hispanic","Wisconsin","--","5,263,029","--","--","--"
"2004","Legal Intervention","Hispanic","Arizona","10**","1,541,006","0.65**","0.61**","346"
"2004","Legal Intervention","Hispanic","California","33","12,335,567","0.27","0.21","1,266"
"2004","Legal Intervention","Hispanic","Colorado","--","864,744","--","--","--"
"2004","Legal Intervention","Hispanic","Illinois","--","1,747,272","--","--","--"
"2004","Legal Intervention","Hispanic","Iowa","--","109,772","--","--","--"
"2004","Legal Intervention","Hispanic","Maryland","--","322,895","--","--","--"
"2004","Legal Intervention","Hispanic","Michigan","--","381,150","--","--","--"
"2004","Legal Intervention","Hispanic","Nebraska","--","124,667","--","--","--"
"2004","Legal Intervention","Hispanic","Nevada","--","531,663","--","--","--"
"2004","Legal Intervention","Hispanic","New Hampshire","0**","28,780","0.00**","0.00**","--"
"2004","Legal Intervention","Hispanic","New Jersey","--","1,304,751","--","--","--"
"2004","Legal Intervention","Hispanic","New Mexico","--","834,722","--","--","--"
"2004","Legal Intervention","Hispanic","North Carolina","--","534,364","--","--","--"
"2004","Legal Intervention","Hispanic","North Dakota","0**","10,359","0.00**","0.00**","--"
"2004","Legal Intervention","Hispanic","Oregon","--","343,677","--","--","--"
"2004","Legal Intervention","Hispanic","Pennsylvania","--","510,353","--","--","--"
"2004","Legal Intervention","Hispanic","Texas","--","7,749,995","--","--","--"
"2004","Legal Intervention","Hispanic","Virginia","--","449,301","--","--","--"
"2004","Legal Intervention","Hispanic","Washington","--","553,147","--","--","--"
"2004","Legal Intervention","Hispanic","West Virginia","0**","16,201","0.00**","0.00**","--"
"2004","Legal Intervention","Hispanic","Wyoming","--","37,001","--","--","--"
"2004","Suicide","Non-Hispanic","Alabama","370","4,417,445","8.38","8.05","6,652"
"2004","Suicide","Non-Hispanic","Alaska","91","626,274","14.53","14.46","2,588"
"2004","Suicide","Non-Hispanic","Arizona","436","4,111,398","10.61","9.96","7,589"
"2004","Suicide","Non-Hispanic","Arkansas","229","2,624,583","8.73","8.43","3,834"
"2004","Suicide","Non-Hispanic","California","1,182","23,239,009","5.09","4.66","16,922"
"2004","Suicide","Non-Hispanic","Colorado","366","3,710,269","9.87","9.37","6,810"
"2004","Suicide","Non-Hispanic","Connecticut","102","3,113,182","3.28","3.14","1,942"
"2004","Suicide","Non-Hispanic","Delaware","45","779,529","5.77","5.46","806"
"2004","Suicide","Non-Hispanic","District of Columbia","--","519,511","--","--","--"
"2004","Suicide","Non-Hispanic","Florida","1,104","14,084,049","7.84","7.10","17,100"
"2004","Suicide","Non-Hispanic","Georgia","593","8,166,678","7.26","7.40","11,339"
"2004","Suicide","Non-Hispanic","Hawaii","28","1,172,183","2.39","2.19","435"
"2004","Suicide","Non-Hispanic","Idaho","144","1,264,494","11.39","11.35","2,498"
"2004","Suicide","Non-Hispanic","Illinois","357","10,842,501","3.29","3.15","6,355"
"2004","Suicide","Non-Hispanic","Indiana","376","5,949,791","6.32","6.25","7,201"
"2004","Suicide","Non-Hispanic","Iowa","151","2,843,863","5.31","5.10","3,146"
"2004","Suicide","Non-Hispanic","Kansas","194","2,504,249","7.75","7.60","4,017"
"2004","Suicide","Non-Hispanic","Kentucky","373","4,058,894","9.19","8.93","7,332"
"2004","Suicide","Non-Hispanic","Louisiana","366","4,412,500","8.30","8.40","7,999"
"2004","Suicide","Non-Hispanic","Maine","97","1,300,224","7.46","7.10","1,987"
"2004","Suicide","Non-Hispanic","Maryland","247","5,224,040","4.73","4.62","4,398"
"2004","Suicide","Non-Hispanic","Massachusetts","94","5,905,992","1.59","1.50","1,649"
"2004","Suicide","Non-Hispanic","Michigan","520","9,674,165","5.38","5.28","10,355"
"2004","Suicide","Non-Hispanic","Minnesota","264","4,897,419","5.39","5.30","6,121"
"2004","Suicide","Non-Hispanic","Mississippi","241","2,833,276","8.51","8.53","4,888"
"2004","Suicide","Non-Hispanic","Missouri","384","5,591,693","6.87","6.72","6,929"
"2004","Suicide","Non-Hispanic","Montana","103","907,243","11.35","10.88","2,147"
"2004","Suicide","Non-Hispanic","Nebraska","87","1,624,703","5.36","5.20","1,760"
"2004","Suicide","Non-Hispanic","Nevada","222","1,814,559","12.23","11.37","3,065"
"2004","Suicide","Non-Hispanic","New Hampshire","57","1,261,341","4.52","4.20","919"
"2004","Suicide","Non-Hispanic","New Jersey","179","7,329,810","2.44","2.31","2,938"
"2004","Suicide","Non-Hispanic","New Mexico","128","1,069,086","11.97","11.12","2,351"
"2004","Suicide","Non-Hispanic","New York","371","16,079,274","2.31","2.19","6,876"
"2004","Suicide","Non-Hispanic","North Carolina","599","8,018,788","7.47","7.31","11,853"
"2004","Suicide","Non-Hispanic","North Dakota","41","634,346","6.46","6.12","1,082"
"2004","Suicide","Non-Hispanic","Ohio","649","11,180,453","5.81","5.63","11,990"
"2004","Suicide","Non-Hispanic","Oklahoma","303","3,289,101","9.21","8.92","5,442"
"2004","Suicide","Non-Hispanic","Oregon","289","3,225,786","8.96","8.19","4,622"
"2004","Suicide","Non-Hispanic","Pennsylvania","711","11,900,369","5.98","5.69","13,392"
"2004","Suicide","Non-Hispanic","Rhode Island","22","963,563","2.28","2.09","466"
"2004","Suicide","Non-Hispanic","South Carolina","325","4,066,815","7.99","7.80","6,082"
"2004","Suicide","Non-Hispanic","South Dakota","60","754,025","7.96","7.90","1,537"
"2004","Suicide","Non-Hispanic","Tennessee","521","5,726,854","9.10","8.90","10,165"
"2004","Suicide","Non-Hispanic","Texas","1,132","14,644,028","7.73","7.52","20,088"
"2004","Suicide","Non-Hispanic","Utah","169","2,146,716","7.87","8.57","3,715"
"2004","Suicide","Non-Hispanic","Vermont","55","612,576","8.98","8.57","929"
"2004","Suicide","Non-Hispanic","Virginia","483","7,026,274","6.87","6.71","8,620"
"2004","Suicide","Non-Hispanic","Washington","413","5,625,498","7.34","7.14","7,426"
"2004","Suicide","Non-Hispanic","West Virginia","191","1,800,237","10.61","10.24","3,777"
"2004","Suicide","Non-Hispanic","Wisconsin","307","5,263,029","5.83","5.67","6,774"
"2004","Suicide","Non-Hispanic","Wyoming","47","472,105","9.96","9.98","739"
"2004","Suicide","Hispanic","Alabama","--","113,284","--","--","--"
"2004","Suicide","Hispanic","Alaska","--","32,925","--","--","--"
"2004","Suicide","Hispanic","Arizona","73","1,541,006","4.74","5.52","2,167"
"2004","Suicide","Hispanic","Arkansas","--","125,103","--","--","--"
"2004","Suicide","Hispanic","California","184","12,335,567","1.49","1.87","4,995"
"2004","Suicide","Hispanic","Colorado","36","864,744","4.16","4.41","1,101"
"2004","Suicide","Hispanic","Connecticut","--","382,912","--","--","--"
"2004","Suicide","Hispanic","Delaware","0**","51,274","0.00**","0.00**","--"
"2004","Suicide","Hispanic","District of Columbia","0**","48,243","0.00**","0.00**","--"
"2004","Suicide","Hispanic","Florida","84","3,331,269","2.52","2.62","1,660"
"2004","Suicide","Hispanic","Georgia","11**","602,574","1.83**","1.22**","420"
"2004","Suicide","Hispanic","Hawaii","--","101,386","--","--","--"
"2004","Suicide","Hispanic","Idaho","--","127,308","--","--","--"
"2004","Suicide","Hispanic","Illinois","26","1,747,272","1.49","2.00","733"
"2004","Suicide","Hispanic","Indiana","--","283,216","--","--","--"
"2004","Suicide","Hispanic","Iowa","--","109,772","--","--","--"
"2004","Suicide","Hispanic","Kansas","--","230,124","--","--","--"
"2004","Suicide","Hispanic","Kentucky","--","87,207","--","--","--"
"2004","Suicide","Hispanic","Louisiana","--","139,738","--","--","--"
"2004","Suicide","Hispanic","Maine","0**","13,464","0.00**","0.00**","--"
"2004","Suicide","Hispanic","Maryland","--","322,895","--","--","--"
"2004","Suicide","Hispanic","Massachusetts","--","506,289","--","--","--"
"2004","Suicide","Hispanic","Michigan","12**","381,150","3.15**","3.22**","389"
"2004","Suicide","Hispanic","Minnesota","--","190,294","--","--","--"
"2004","Suicide","Hispanic","Mississippi","--","55,734","--","--","--"
"2004","Suicide","Hispanic","Missouri","--","156,048","--","--","--"
"2004","Suicide","Hispanic","Montana","--","22,766","--","--","--"
"2004","Suicide","Hispanic","Nebraska","0**","124,667","0.00**","0.00**","--"
"2004","Suicide","Hispanic","Nevada","23","531,663","4.33","6.08","662"
"2004","Suicide","Hispanic","New Hampshire","0**","28,780","0.00**","0.00**","--"
"2004","Suicide","Hispanic","New Jersey","--","1,304,751","--","--","--"
"2004","Suicide","Hispanic","New Mexico","67","834,722","8.03","8.22","1,991"
"2004","Suicide","Hispanic","New York","28","3,092,293","0.91","0.91","802"
"2004","Suicide","Hispanic","North Carolina","--","534,364","--","--","--"
"2004","Suicide","Hispanic","North Dakota","0**","10,359","0.00**","0.00**","--"
"2004","Suicide","Hispanic","Ohio","--","271,798","--","--","--"
"2004","Suicide","Hispanic","Oklahoma","--","236,132","--","--","--"
"2004","Suicide","Hispanic","Oregon","10**","343,677","2.91**","2.40**","361"
"2004","Suicide","Hispanic","Pennsylvania","11**","510,353","2.16**","1.99**","391"
"2004","Suicide","Hispanic","Rhode Island","0**","111,016","0.00**","0.00**","--"
"2004","Suicide","Hispanic","South Carolina","--","144,106","--","--","--"
"2004","Suicide","Hispanic","South Dakota","--","16,371","--","--","--"
"2004","Suicide","Hispanic","Tennessee","--","183,955","--","--","--"
"2004","Suicide","Hispanic","Texas","184","7,749,995","2.37","2.70","5,217"
"2004","Suicide","Hispanic","Utah","14**","254,864","5.49**","6.88**","433"
"2004","Suicide","Hispanic","Vermont","--","7,344","--","--","--"
"2004","Suicide","Hispanic","Virginia","--","449,301","--","--","--"
"2004","Suicide","Hispanic","Washington","10**","553,147","1.81**","1.77**","358"
"2004","Suicide","Hispanic","West Virginia","0**","16,201","0.00**","0.00**","--"
"2004","Suicide","Hispanic","Wisconsin","--","250,997","--","--","--"
