"Year","Intent","Race","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2018","Unintentional","HI Native / Pacific Islander","South Dakota","0**","487","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Tennessee","0**","3,596","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Texas","0**","24,493","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Alaska","--","50,620","--","--","--"
"2018","Unintentional","More than One Race","Arizona","0**","148,854","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Arkansas","--","58,291","--","--","--"
"2018","Unintentional","More than One Race","California","--","1,123,607","--","--","--"
"2018","Unintentional","More than One Race","Colorado","0**","132,673","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Connecticut","0**","63,518","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Delaware","0**","23,297","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","District of Columbia","0**","16,234","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Florida","0**","355,716","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Georgia","0**","196,267","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Hawaii","--","279,067","--","--","--"
"2018","Unintentional","More than One Race","Idaho","0**","35,059","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Illinois","0**","209,553","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Indiana","0**","126,436","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Iowa","0**","54,232","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Kansas","0**","76,054","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Kentucky","--","82,342","--","--","--"
"2018","Unintentional","More than One Race","Louisiana","0**","69,378","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Maine","0**","22,105","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Maryland","0**","149,790","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Massachusetts","0**","127,394","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Michigan","0**","224,625","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Minnesota","0**","128,484","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Mississippi","0**","34,941","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Missouri","0**","131,901","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Montana","0**","25,995","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Nebraska","0**","36,754","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Nevada","0**","106,168","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","New Hampshire","0**","20,938","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","New Jersey","0**","138,861","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","New Mexico","0**","31,561","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","New York","0**","349,722","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","North Carolina","--","204,561","--","--","--"
"2018","Unintentional","More than One Race","North Dakota","0**","15,120","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Ohio","0**","250,374","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Oklahoma","--","220,650","--","--","--"
"2018","Unintentional","More than One Race","Oregon","0**","137,621","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Pennsylvania","0**","218,074","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Rhode Island","0**","22,480","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","South Carolina","0**","88,578","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","South Dakota","--","18,978","--","--","--"
"2018","Unintentional","More than One Race","Tennessee","0**","119,879","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Texas","0**","424,734","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Utah","0**","65,926","0.00**","0.00**","--"
"2018","Unintentional","More than One Race","Vermont","0**","11,211","0.00**","0.00**","--"
"2018","Homicide","White","Alabama","125","3,201,260","3.91","3.98","3,008"
"2018","Homicide","White","Alaska","--","442,901","--","--","--"
"2018","Homicide","White","Arizona","74","3,902,539","1.90","2.05","1,740"
"2018","Homicide","White","Arkansas","59","2,175,734","2.71","2.73","1,295"
"2018","Homicide","White","California","224","14,539,147","1.54","1.57","5,427"
"2018","Homicide","White","Colorado","63","3,868,592","1.63","1.64","1,784"
"2018","Homicide","White","Connecticut","10**","2,376,092","0.42**","0.45**","183"
"2018","Homicide","White","Delaware","--","598,656","--","--","--"
"2018","Homicide","White","District of Columbia","--","260,928","--","--","--"
"2018","Homicide","White","Florida","272","11,428,077","2.38","2.64","6,589"
"2018","Homicide","White","Georgia","129","5,517,733","2.34","2.41","3,332"
"2018","Homicide","White","Hawaii","--","308,618","--","--","--"
"2018","Homicide","White","Idaho","23","1,434,421","1.60","1.61","514"
"2018","Homicide","White","Illinois","69","7,773,734","0.89","0.92","1,798"
"2018","Homicide","White","Indiana","111","5,276,004","2.10","2.28","3,038"
"2018","Homicide","White","Iowa","21","2,685,977","0.78","0.84","576"
"2018","Homicide","White","Kansas","55","2,202,100","2.50","2.71","1,460"
"2018","Homicide","White","Kentucky","116","3,765,567","3.08","3.26","3,024"
"2018","Homicide","White","Louisiana","79","2,732,774","2.89","3.08","2,171"
"2018","Homicide","White","Maine","--","1,248,491","--","--","--"
"2018","Homicide","White","Maryland","43","3,051,457","1.41","1.36","959"
"2018","Homicide","White","Massachusetts","20**","4,928,244","0.41**","0.46**","544"
"2018","Homicide","White","Michigan","95","7,476,400","1.27","1.26","2,030"
"2018","Homicide","White","Minnesota","19**","4,451,321","0.43**","0.49**","474"
"2018","Homicide","White","Mississippi","59","1,685,042","3.50","3.94","1,481"
"2018","Homicide","White","Missouri","174","4,859,948","3.58","3.92","4,722"
"2018","Homicide","White","Montana","12**","913,368","1.31**","1.40**","324"
"2018","Homicide","White","Nebraska","11**","1,512,094","0.73**","0.81**","287"
"2018","Homicide","White","Nevada","40","1,476,925","2.71","2.80","916"
"2018","Homicide","White","New Hampshire","13**","1,219,041","1.07**","1.26**","384"
"2018","Homicide","White","New Jersey","22","4,898,327","0.45","0.48","483"
"2018","Homicide","White","New Mexico","24","774,364","3.10","3.80","747"
"2018","Homicide","White","New York","67","10,858,948","0.62","0.63","1,654"
"2018","Homicide","White","North Carolina","115","6,535,149","1.76","1.81","2,839"
"2018","Homicide","White","North Dakota","--","638,458","--","--","--"
"2018","Homicide","White","Ohio","156","9,184,283","1.70","1.79","4,289"
"2018","Homicide","White","Oklahoma","67","2,568,395","2.61","2.65","1,581"
"2018","Homicide","White","Oregon","42","3,154,948","1.33","1.32","1,010"
"2018","Homicide","White","Pennsylvania","103","9,738,780","1.06","1.07","2,482"
"2018","Homicide","White","Rhode Island","--","761,871","--","--","--"
"2018","Homicide","White","South Carolina","99","3,243,343","3.05","3.40","2,810"
"2018","Homicide","White","South Dakota","--","717,286","--","--","--"
"2018","Homicide","White","Tennessee","132","4,996,168","2.64","2.64","3,464"
"2018","Homicide","White","Texas","232","11,909,791","1.95","2.03","5,854"
"2018","Homicide","White","Utah","16**","2,468,031","0.65**","0.69**","421"
"2018","Homicide","White","Vermont","--","579,077","--","--","--"
"2018","Homicide","White","Virginia","83","5,240,475","1.58","1.65","2,401"
"2018","Homicide","White","Washington","75","5,115,432","1.47","1.57","2,160"
"2018","Homicide","White","West Virginia","53","1,663,472","3.19","3.56","1,383"
"2018","Homicide","White","Wisconsin","38","4,700,463","0.81","0.92","1,020"
"2018","Homicide","White","Wyoming","11**","485,685","2.27**","2.64**","283"
"2018","Homicide","Black","Alabama","330","1,296,845","25.45","24.79","11,305"
"2018","Homicide","Black","Alaska","--","24,423","--","--","--"
"2018","Homicide","Black","Arizona","52","315,746","16.47","15.59","1,680"
"2018","Homicide","Black","Arkansas","129","465,601","27.71","27.24","4,221"
"2018","Homicide","Black","California","318","2,216,483","14.35","13.72","10,342"
"2018","Homicide","Black","Colorado","46","229,347","20.06","18.31","1,644"
"2018","Homicide","Black","Connecticut","32","365,183","8.76","8.50","1,142"
"2018","Homicide","Black","Delaware","37","211,316","17.51","18.07","1,299"
"2018","Homicide","Black","District of Columbia","111","317,121","35.00","35.08","3,987"
"2018","Homicide","Black","Florida","540","3,308,210","16.32","15.65","18,094"
"2018","Homicide","Black","Georgia","472","3,313,743","14.24","13.70","15,982"
"2018","Homicide","Black","Hawaii","0**","27,739","0.00**","0.00**","--"
"2018","Homicide","Black","Idaho","0**","12,677","0.00**","0.00**","--"
"2018","Homicide","Black","Illinois","617","1,794,372","34.39","33.47","21,932"
"2018","Homicide","Black","Indiana","228","639,237","35.67","34.29","8,091"
"2018","Homicide","Black","Iowa","12**","120,037","10.00**","9.48**","404"
"2018","Homicide","Black","Kansas","42","167,376","25.09","24.62","1,439"
"2018","Homicide","Black","Kentucky","81","363,953","22.26","21.60","2,730"
"2018","Homicide","Black","Louisiana","403","1,506,460","26.75","26.16","13,878"
"2018","Homicide","Black","Maine","--","20,862","--","--","--"
"2018","Homicide","Black","Maryland","361","1,805,077","20.00","19.69","12,028"
"2018","Homicide","Black","Massachusetts","49","498,675","9.83","8.51","1,756"
"2018","Homicide","Black","Michigan","365","1,375,779","26.53","26.35","12,145"
"2018","Homicide","Black","Minnesota","32","371,896","8.61","7.88","1,232"
"2018","Homicide","Black","Mississippi","252","1,117,677","22.55","22.11","8,483"
"2018","Homicide","Black","Missouri","361","710,287","50.83","49.42","12,330"
"2018","Homicide","Black","Montana","--","5,553","--","--","--"
"2018","Homicide","Black","Nebraska","10**","93,465","10.70**","10.25**","323"
"2018","Homicide","Black","Nevada","61","277,943","21.95","21.82","2,073"
"2018","Homicide","Black","New Hampshire","0**","19,238","0.00**","0.00**","--"
"2018","Homicide","Black","New Jersey","159","1,148,262","13.85","13.65","5,401"
"2018","Homicide","Black","New Mexico","11**","38,825","28.33**","28.08**","340"
"2018","Homicide","Black","New York","221","2,819,511","7.84","7.65","7,767"
"2018","Homicide","Black","North Carolina","327","2,219,950","14.73","14.29","11,372"
"2018","Homicide","Black","North Dakota","0**","24,089","0.00**","0.00**","--"
"2018","Homicide","Black","Ohio","367","1,474,412","24.89","24.65","12,176"
"2018","Homicide","Black","Oklahoma","65","290,303","22.39","21.15","2,047"
"2018","Homicide","Black","Oregon","--","80,220","--","--","--"
"2018","Homicide","Black","Pennsylvania","389","1,386,860","28.05","26.31","13,731"
"2018","Homicide","Black","Rhode Island","--","63,474","--","--","--"
"2018","Homicide","Black","South Carolina","261","1,354,145","19.27","19.32","9,050"
"2018","Homicide","Black","South Dakota","--","18,959","--","--","--"
"2018","Homicide","Black","Tennessee","333","1,134,397","29.36","28.05","11,936"
"2018","Homicide","Black","Texas","478","3,449,719","13.86","13.04","15,977"
"2018","Homicide","Black","Utah","--","35,397","--","--","--"
"2018","Homicide","Black","Vermont","--","7,773","--","--","--"
"2018","Homicide","Black","Virginia","219","1,625,608","13.47","13.23","7,598"
"2018","Homicide","Black","Washington","33","293,807","11.23","9.85","1,169"
"2018","Homicide","Black","West Virginia","13**","62,715","20.73**","18.66**","427"
"2018","Homicide","Black","Wisconsin","93","371,921","25.01","24.17","3,322"
"2018","Homicide","Black","Wyoming","0**","6,100","0.00**","0.00**","--"
"2018","Homicide","American Indian / Alaska Native","Alabama","--","26,913","--","--","--"
"2018","Homicide","American Indian / Alaska Native","Alaska","--","107,799","--","--","--"
"2018","Homicide","American Indian / Alaska Native","Arizona","19**","281,628","6.75**","6.39**","628"
"2018","Homicide","American Indian / Alaska Native","Arkansas","0**","22,838","0.00**","0.00**","--"
"2018","Homicide","American Indian / Alaska Native","California","13**","163,984","7.93**","7.59**","397"
"2018","Homicide","American Indian / Alaska Native","Colorado","--","36,212","--","--","--"
"2018","Homicide","American Indian / Alaska Native","Connecticut","0**","7,910","0.00**","0.00**","--"
"2018","Homicide","American Indian / Alaska Native","Delaware","0**","2,994","0.00**","0.00**","--"
"2018","Homicide","American Indian / Alaska Native","District of Columbia","0**","1,439","0.00**","0.00**","--"
"2018","Homicide","American Indian / Alaska Native","Florida","0**","53,536","0.00**","0.00**","--"
"2018","Homicide","American Indian / Alaska Native","Georgia","0**","23,812","0.00**","0.00**","--"
"2018","Homicide","American Indian / Alaska Native","Hawaii","0**","2,945","0.00**","0.00**","--"
"2018","Homicide","American Indian / Alaska Native","Idaho","--","18,794","--","--","--"
"2018","Homicide","American Indian / Alaska Native","Illinois","0**","19,529","0.00**","0.00**","--"
"2018","Homicide","American Indian / Alaska Native","Indiana","0**","15,201","0.00**","0.00**","--"
"2018","Homicide","American Indian / Alaska Native","Iowa","0**","9,337","0.00**","0.00**","--"
"2018","Homicide","American Indian / Alaska Native","Kansas","--","22,631","--","--","--"
"2018","Homicide","American Indian / Alaska Native","Kentucky","--","9,090","--","--","--"
"2018","Homicide","American Indian / Alaska Native","Louisiana","--","29,890","--","--","--"
