"Date Printed: Wednesday, January 25, 2023 12:58:36 PM",,,,,,,,,,
Title: HIV diagnoses | 2019 | Ages 13 years and older | Black/African American | Both sexes | All transmission categories | US Map-County Level,,,,,,,,,,
,,,,,,,,,,
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,,
HIV diagnoses,"Nueces County, Texas",48355,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"10,500"
HIV diagnoses,"Ochiltree County, Texas",48357,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,43
HIV diagnoses,"Oldham County, Texas",48359,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,53
HIV diagnoses,"Orange County, Texas",48361,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,608"
HIV diagnoses,"Palo Pinto County, Texas",48363,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,541
HIV diagnoses,"Panola County, Texas",48365,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,998"
HIV diagnoses,"Parker County, Texas",48367,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,688"
HIV diagnoses,"Parmer County, Texas",48369,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,88
HIV diagnoses,"Pecos County, Texas",48371,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,571
HIV diagnoses,"Polk County, Texas",48373,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"4,277"
HIV diagnoses,"Potter County, Texas",48375,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,289"
HIV diagnoses,"Presidio County, Texas",48377,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,45
HIV diagnoses,"Rains County, Texas",48379,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,254
HIV diagnoses,"Randall County, Texas",48381,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,496"
HIV diagnoses,"Reagan County, Texas",48383,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,77
HIV diagnoses,"Real County, Texas",48385,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,33
HIV diagnoses,"Red River County, Texas",48387,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,686"
HIV diagnoses,"Reeves County, Texas",48389,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,724
HIV diagnoses,"Refugio County, Texas",48391,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,317
HIV diagnoses,"Roberts County, Texas",48393,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,0
HIV diagnoses,"Robertson County, Texas",48395,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,727"
HIV diagnoses,"Rockwall County, Texas",48397,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,023"
HIV diagnoses,"Runnels County, Texas",48399,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,173
HIV diagnoses,"Rusk County, Texas",48401,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,180"
HIV diagnoses,"Sabine County, Texas",48403,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,597
HIV diagnoses,"San Augustine County, Texas",48405,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,449"
HIV diagnoses,"San Jacinto County, Texas",48407,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,226"
HIV diagnoses,"San Patricio County, Texas",48409,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,847
HIV diagnoses,"San Saba County, Texas",48411,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,209
HIV diagnoses,"Schleicher County, Texas",48413,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,30
HIV diagnoses,"Scurry County, Texas",48415,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,704
HIV diagnoses,"Shackelford County, Texas",48417,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,28
HIV diagnoses,"Shelby County, Texas",48419,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,584"
HIV diagnoses,"Sherman County, Texas",48421,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,37
HIV diagnoses,"Smith County, Texas",48423,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,15,44.9,"33,402"
HIV diagnoses,"Somervell County, Texas",48425,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,70
HIV diagnoses,"Starr County, Texas",48427,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,46
HIV diagnoses,"Stephens County, Texas",48429,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,215
HIV diagnoses,"Sterling County, Texas",48431,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,17
HIV diagnoses,"Stonewall County, Texas",48433,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,36
HIV diagnoses,"Sutton County, Texas",48435,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,14
HIV diagnoses,"Swisher County, Texas",48437,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,480
HIV diagnoses,"Tarrant County, Texas",48439,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,147,51.2,"287,116"
HIV diagnoses,"Taylor County, Texas",48441,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,120"
HIV diagnoses,"Terrell County, Texas",48443,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,8
HIV diagnoses,"Terry County, Texas",48445,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,449
HIV diagnoses,"Throckmorton County, Texas",48447,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,11
HIV diagnoses,"Titus County, Texas",48449,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,368"
HIV diagnoses,"Tom Green County, Texas",48451,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,705"
HIV diagnoses,"Travis County, Texas",48453,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,33,37.9,"86,958"
HIV diagnoses,"Trinity County, Texas",48455,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,097"
HIV diagnoses,"Tyler County, Texas",48457,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,979"
HIV diagnoses,"Upshur County, Texas",48459,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,776"
HIV diagnoses,"Upton County, Texas",48461,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,70
HIV diagnoses,"Uvalde County, Texas",48463,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,145
HIV diagnoses,"Val Verde County, Texas",48465,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,555
HIV diagnoses,"Van Zandt County, Texas",48467,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,289"
HIV diagnoses,"Victoria County, Texas",48469,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,440"
HIV diagnoses,"Walker County, Texas",48471,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,8,54.3,"14,725"
HIV diagnoses,"Waller County, Texas",48473,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,623"
HIV diagnoses,"Ward County, Texas",48475,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,375
HIV diagnoses,"Washington County, Texas",48477,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,047"
HIV diagnoses,"Webb County, Texas",48479,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,691
HIV diagnoses,"Wharton County, Texas",48481,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,316"
HIV diagnoses,"Wheeler County, Texas",48483,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,114
HIV diagnoses,"Wichita County, Texas",48485,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,569"
HIV diagnoses,"Wilbarger County, Texas",48487,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,798
HIV diagnoses,"Willacy County, Texas",48489,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,395
HIV diagnoses,"Williamson County, Texas",48491,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,11,33.8,"32,548"
HIV diagnoses,"Wilson County, Texas",48493,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,657
HIV diagnoses,"Winkler County, Texas",48495,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,140
HIV diagnoses,"Wise County, Texas",48497,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,780
HIV diagnoses,"Wood County, Texas",48499,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,086"
HIV diagnoses,"Yoakum County, Texas",48501,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,70
HIV diagnoses,"Young County, Texas",48503,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,204
HIV diagnoses,"Zapata County, Texas",48505,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,31
HIV diagnoses,"Zavala County, Texas",48507,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,54
HIV diagnoses,"Beaver County, Utah",49001,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,11
