"Date Printed: Wednesday, January 25, 2023 12:12:47 PM"
Title: HIV diagnoses | 2019 | Ages 13 years and older | All races/ethnicities | Both sexes | All transmission categories | US Map-County Level

Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
NA - Not Applicable.




Indicator,Geography,FIPS,Year,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","Lawrence County, Tennessee","47099","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","36,347"
"HIV diagnoses","Lewis County, Tennessee","47101","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","10,400"
"HIV diagnoses","Lincoln County, Tennessee","47103","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","29,098"
"HIV diagnoses","Loudon County, Tennessee","47105","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","46,648"
"HIV diagnoses","Mcminn County, Tennessee","47107","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","45,871"
"HIV diagnoses","Mcnairy County, Tennessee","47109","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","21,870"
"HIV diagnoses","Macon County, Tennessee","47111","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","20,207"
"HIV diagnoses","Madison County, Tennessee","47113","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","10","12.2","82,299"
"HIV diagnoses","Marion County, Tennessee","47115","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","24,599"
"HIV diagnoses","Marshall County, Tennessee","47117","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","28,835"
"HIV diagnoses","Maury County, Tennessee","47119","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","10","12.4","80,490"
"HIV diagnoses","Meigs County, Tennessee","47121","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","10,611"
"HIV diagnoses","Monroe County, Tennessee","47123","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","39,792"
"HIV diagnoses","Montgomery County, Tennessee","47125","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","25","14.9","167,573"
"HIV diagnoses","Moore County, Tennessee","47127","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,598"
"HIV diagnoses","Morgan County, Tennessee","47129","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","18,578"
"HIV diagnoses","Obion County, Tennessee","47131","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","25,610"
"HIV diagnoses","Overton County, Tennessee","47133","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","18,985"
"HIV diagnoses","Perry County, Tennessee","47135","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","6,771"
"HIV diagnoses","Pickett County, Tennessee","47137","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","4,487"
"HIV diagnoses","Polk County, Tennessee","47139","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","14,548"
"HIV diagnoses","Putnam County, Tennessee","47141","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","68,058"
"HIV diagnoses","Rhea County, Tennessee","47143","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","27,985"
"HIV diagnoses","Roane County, Tennessee","47145","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","46,624"
"HIV diagnoses","Robertson County, Tennessee","47147","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","59,693"
"HIV diagnoses","Rutherford County, Tennessee","47149","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","34","12.4","273,894"
"HIV diagnoses","Scott County, Tennessee","47151","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","18,417"
"HIV diagnoses","Sequatchie County, Tennessee","47153","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","12,928"
"HIV diagnoses","Sevier County, Tennessee","47155","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","10","11.9","84,227"
"HIV diagnoses","Shelby County, Tennessee","47157","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","261","34.0","766,753"
"HIV diagnoses","Smith County, Tennessee","47159","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","16,910"
"HIV diagnoses","Stewart County, Tennessee","47161","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","11,706"
"HIV diagnoses","Sullivan County, Tennessee","47163","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","3.6","137,300"
"HIV diagnoses","Sumner County, Tennessee","47165","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","8","5.0","159,825"
"HIV diagnoses","Tipton County, Tennessee","47167","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","51,310"
"HIV diagnoses","Trousdale County, Tennessee","47169","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","9,759"
"HIV diagnoses","Unicoi County, Tennessee","47171","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","15,650"
"HIV diagnoses","Union County, Tennessee","47173","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","16,929"
"HIV diagnoses","Van Buren County, Tennessee","47175","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,039"
"HIV diagnoses","Warren County, Tennessee","47177","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","34,494"
"HIV diagnoses","Washington County, Tennessee","47179","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","6","5.3","112,396"
"HIV diagnoses","Wayne County, Tennessee","47181","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","14,747"
"HIV diagnoses","Weakley County, Tennessee","47183","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","28,694"
"HIV diagnoses","White County, Tennessee","47185","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","23,142"
"HIV diagnoses","Williamson County, Tennessee","47187","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","10","5.1","195,152"
"HIV diagnoses","Wilson County, Tennessee","47189","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","14","11.6","120,520"
"HIV diagnoses","Anderson County, Texas","48001","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","11","22.0","49,930"
"HIV diagnoses","Andrews County, Texas","48003","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","14,474"
"HIV diagnoses","Angelina County, Texas","48005","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","6","8.5","70,924"
"HIV diagnoses","Aransas County, Texas","48007","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","20,328"
"HIV diagnoses","Archer County, Texas","48009","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,355"
"HIV diagnoses","Armstrong County, Texas","48011","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","1,541"
"HIV diagnoses","Atascosa County, Texas","48013","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7","17.0","41,133"
"HIV diagnoses","Austin County, Texas","48015","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","25,029"
"HIV diagnoses","Bailey County, Texas","48017","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,368"
"HIV diagnoses","Bandera County, Texas","48019","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","20,519"
"HIV diagnoses","Bastrop County, Texas","48021","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","6.9","72,833"
"HIV diagnoses","Baylor County, Texas","48023","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","2,934"
"HIV diagnoses","Bee County, Texas","48025","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","10","36.0","27,743"
"HIV diagnoses","Bell County, Texas","48027","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","65","22.5","289,193"
"HIV diagnoses","Bexar County, Texas","48029","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","331","20.2","1,636,543"
"HIV diagnoses","Blanco County, Texas","48031","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","10,543"
"HIV diagnoses","Borden County, Texas","48033","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","567"
