Data Year,Measure,UnitTypeDescription,MeasureDefinition,StateCode,Value,LowerCI,UpperCI,Rank,Number,Source,MissingReason,CaseShare,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",IN,2992,NA,NA,41,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",KS,2643,NA,NA,29,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",KY,3626,NA,NA,49,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",LA,3272,NA,NA,46,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",MA,3117,NA,NA,45,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",MD,2309,NA,NA,17,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",ME,2289,NA,NA,16,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",MI,2920,NA,NA,38,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",MN,2246,NA,NA,14,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",MO,2860,NA,NA,35,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",MS,3347,NA,NA,47,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",MT,1688,NA,NA,7,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",NC,2734,NA,NA,31,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",ND,2573,NA,NA,25,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",NE,2271,NA,NA,15,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",NH,2511,NA,NA,24,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",NJ,2736,NA,NA,32,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",NM,1645,NA,NA,6,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",NV,2458,NA,NA,22,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",NY,2459,NA,NA,23,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",OH,3000,NA,NA,42,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",OK,2987,NA,NA,40,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",OR,1750,NA,NA,8,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",PA,2778,NA,NA,33,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",RI,2601,NA,NA,27,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",SC,2424,NA,NA,21,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",SD,2381,NA,NA,20,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",TN,2917,NA,NA,37,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",TX,2717,NA,NA,30,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",UT,1486,NA,NA,4,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",VA,2588,NA,NA,26,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",VT,2223,NA,NA,13,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
