"Date Printed: Wednesday, January 25, 2023 12:49:48 PM",,,,,,,,,,
Title: HIV diagnoses | 2019 | 55+ | All races/ethnicities | Both sexes | All transmission categories | US Map-County Level,,,,,,,,,,
,,,,,,,,,,
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,,
HIV diagnoses,"Cumberland County, Tennessee",47035,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"28,618"
HIV diagnoses,"Davidson County, Tennessee",47037,2019,55+,All races/ethnicities,Both sexes,All transmission categories,11,6.6,"166,197"
HIV diagnoses,"Decatur County, Tennessee",47039,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,562"
HIV diagnoses,"Dekalb County, Tennessee",47041,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,868"
HIV diagnoses,"Dickson County, Tennessee",47043,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"16,295"
HIV diagnoses,"Dyer County, Tennessee",47045,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,452"
HIV diagnoses,"Fayette County, Tennessee",47047,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"15,962"
HIV diagnoses,"Fentress County, Tennessee",47049,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,926"
HIV diagnoses,"Franklin County, Tennessee",47051,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"14,761"
HIV diagnoses,"Gibson County, Tennessee",47053,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"15,446"
HIV diagnoses,"Giles County, Tennessee",47055,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,462"
HIV diagnoses,"Grainger County, Tennessee",47057,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"8,450"
HIV diagnoses,"Greene County, Tennessee",47059,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"25,447"
HIV diagnoses,"Grundy County, Tennessee",47061,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,642"
HIV diagnoses,"Hamblen County, Tennessee",47063,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"20,557"
HIV diagnoses,"Hamilton County, Tennessee",47065,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"114,746"
HIV diagnoses,"Hancock County, Tennessee",47067,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,471"
HIV diagnoses,"Hardeman County, Tennessee",47069,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,942"
HIV diagnoses,"Hardin County, Tennessee",47071,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"9,820"
HIV diagnoses,"Hawkins County, Tennessee",47073,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"20,660"
HIV diagnoses,"Haywood County, Tennessee",47075,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,908"
HIV diagnoses,"Henderson County, Tennessee",47077,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,076"
HIV diagnoses,"Henry County, Tennessee",47079,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,457"
HIV diagnoses,"Hickman County, Tennessee",47081,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,991"
HIV diagnoses,"Houston County, Tennessee",47083,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,889"
HIV diagnoses,"Humphreys County, Tennessee",47085,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,437"
HIV diagnoses,"Jackson County, Tennessee",47087,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,743"
HIV diagnoses,"Jefferson County, Tennessee",47089,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"19,533"
HIV diagnoses,"Johnson County, Tennessee",47091,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,703"
HIV diagnoses,"Knox County, Tennessee",47093,2019,55+,All races/ethnicities,Both sexes,All transmission categories,6,4.5,"134,749"
HIV diagnoses,"Lake County, Tennessee",47095,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,037"
HIV diagnoses,"Lauderdale County, Tennessee",47097,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"7,511"
HIV diagnoses,"Lawrence County, Tennessee",47099,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"13,644"
HIV diagnoses,"Lewis County, Tennessee",47101,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,413"
HIV diagnoses,"Lincoln County, Tennessee",47103,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,925"
HIV diagnoses,"Loudon County, Tennessee",47105,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"22,679"
HIV diagnoses,"Mcminn County, Tennessee",47107,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"18,555"
HIV diagnoses,"Mcnairy County, Tennessee",47109,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"8,979"
HIV diagnoses,"Macon County, Tennessee",47111,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"7,131"
HIV diagnoses,"Madison County, Tennessee",47113,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"30,601"
HIV diagnoses,"Marion County, Tennessee",47115,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,179"
HIV diagnoses,"Marshall County, Tennessee",47117,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,320"
HIV diagnoses,"Maury County, Tennessee",47119,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"29,223"
HIV diagnoses,"Meigs County, Tennessee",47121,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,428"
HIV diagnoses,"Monroe County, Tennessee",47123,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"16,980"
HIV diagnoses,"Montgomery County, Tennessee",47125,2019,55+,All races/ethnicities,Both sexes,All transmission categories,5,12.4,"40,314"
HIV diagnoses,"Moore County, Tennessee",47127,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,394"
HIV diagnoses,"Morgan County, Tennessee",47129,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,926"
HIV diagnoses,"Obion County, Tennessee",47131,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,534"
HIV diagnoses,"Overton County, Tennessee",47133,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"7,727"
HIV diagnoses,"Perry County, Tennessee",47135,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,842"
HIV diagnoses,"Pickett County, Tennessee",47137,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,247"
HIV diagnoses,"Polk County, Tennessee",47139,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,119"
HIV diagnoses,"Putnam County, Tennessee",47141,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"22,987"
HIV diagnoses,"Rhea County, Tennessee",47143,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,816"
HIV diagnoses,"Roane County, Tennessee",47145,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"21,004"
HIV diagnoses,"Robertson County, Tennessee",47147,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"20,932"
HIV diagnoses,"Rutherford County, Tennessee",47149,2019,55+,All races/ethnicities,Both sexes,All transmission categories,7,9.7,"71,874"
HIV diagnoses,"Scott County, Tennessee",47151,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,687"
HIV diagnoses,"Sequatchie County, Tennessee",47153,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,462"
HIV diagnoses,"Sevier County, Tennessee",47155,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"34,498"
HIV diagnoses,"Shelby County, Tennessee",47157,2019,55+,All races/ethnicities,Both sexes,All transmission categories,27,10.9,"247,480"
HIV diagnoses,"Smith County, Tennessee",47159,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,408"
HIV diagnoses,"Stewart County, Tennessee",47161,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,880"
HIV diagnoses,"Sullivan County, Tennessee",47163,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"57,965"
HIV diagnoses,"Sumner County, Tennessee",47165,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"56,386"
HIV diagnoses,"Tipton County, Tennessee",47167,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"17,702"
HIV diagnoses,"Trousdale County, Tennessee",47169,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,650"
HIV diagnoses,"Unicoi County, Tennessee",47171,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,973"
HIV diagnoses,"Union County, Tennessee",47173,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,762"
HIV diagnoses,"Van Buren County, Tennessee",47175,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,276"
HIV diagnoses,"Warren County, Tennessee",47177,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"12,958"
HIV diagnoses,"Washington County, Tennessee",47179,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"41,523"
HIV diagnoses,"Wayne County, Tennessee",47181,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,575"
HIV diagnoses,"Weakley County, Tennessee",47183,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,513"
HIV diagnoses,"White County, Tennessee",47185,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"9,510"
HIV diagnoses,"Williamson County, Tennessee",47187,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"62,998"
HIV diagnoses,"Wilson County, Tennessee",47189,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"42,236"
HIV diagnoses,"Anderson County, Texas",48001,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"15,380"
HIV diagnoses,"Andrews County, Texas",48003,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,731"
HIV diagnoses,"Angelina County, Texas",48005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"25,200"
HIV diagnoses,"Aransas County, Texas",48007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"10,410"
HIV diagnoses,"Archer County, Texas",48009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,154"
HIV diagnoses,"Armstrong County, Texas",48011,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,717
HIV diagnoses,"Atascosa County, Texas",48013,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"13,536"
HIV diagnoses,"Austin County, Texas",48015,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,296"
HIV diagnoses,"Bailey County, Texas",48017,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,783"
HIV diagnoses,"Bandera County, Texas",48019,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"11,028"
HIV diagnoses,"Bastrop County, Texas",48021,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"25,974"
HIV diagnoses,"Baylor County, Texas",48023,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,343"
HIV diagnoses,"Bee County, Texas",48025,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"7,412"
HIV diagnoses,"Bell County, Texas",48027,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"76,240"
HIV diagnoses,"Bexar County, Texas",48029,2019,55+,All races/ethnicities,Both sexes,All transmission categories,28,6.1,"459,358"
HIV diagnoses,"Blanco County, Texas",48031,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,212"
HIV diagnoses,"Borden County, Texas",48033,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,267
HIV diagnoses,"Bosque County, Texas",48035,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,482"
HIV diagnoses,"Bowie County, Texas",48037,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"27,525"
HIV diagnoses,"Brazoria County, Texas",48039,2019,55+,All races/ethnicities,Both sexes,All transmission categories,5,5.6,"88,876"
HIV diagnoses,"Brazos County, Texas",48041,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"41,205"
HIV diagnoses,"Brewster County, Texas",48043,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,414"
HIV diagnoses,"Briscoe County, Texas",48045,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,601
HIV diagnoses,"Brooks County, Texas",48047,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,099"
HIV diagnoses,"Brown County, Texas",48049,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"12,894"
HIV diagnoses,"Burleson County, Texas",48051,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,772"
HIV diagnoses,"Burnet County, Texas",48053,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"18,643"
