Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Percent,Population
"PrEP coverage and number of persons prescribed","2017","New York","36","35-44","All races/ethnicities","Both sexes","5,249","36.2","14,500"
"PrEP coverage and number of persons prescribed","2017","New York","36","25-34","All races/ethnicities","Both sexes","10,431","39.9","26,170"
"PrEP coverage and number of persons prescribed","2017","New York","36","13-24","All races/ethnicities","Both sexes","2,937","20.7","14,180"
"PrEP coverage and number of persons prescribed","2017","North Carolina","37","45-54","All races/ethnicities","Both sexes","446","10.3","4,330"
"PrEP coverage and number of persons prescribed","2017","North Carolina","37","35-44","All races/ethnicities","Both sexes","560","10.5","5,330"
"PrEP coverage and number of persons prescribed","2017","North Carolina","37","25-34","All races/ethnicities","Both sexes","988","8.7","11,420"
"PrEP coverage and number of persons prescribed","2017","North Carolina","37","13-24","All races/ethnicities","Both sexes","334","4.0","8,280"
"PrEP coverage and number of persons prescribed","2017","North Dakota","38","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","200"
"PrEP coverage and number of persons prescribed","2017","North Dakota","38","35-44","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","130"
"PrEP coverage and number of persons prescribed","2017","North Dakota","38","25-34","All races/ethnicities","Both sexes","42","7.9","530"
"PrEP coverage and number of persons prescribed","2017","North Dakota","38","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","230"
"PrEP coverage and number of persons prescribed","2017","Northern Mariana Islands","69","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Northern Mariana Islands","69","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Northern Mariana Islands","69","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Northern Mariana Islands","69","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Ohio","39","45-54","All races/ethnicities","Both sexes","529","9.4","5,630"
"PrEP coverage and number of persons prescribed","2017","Ohio","39","35-44","All races/ethnicities","Both sexes","787","11.7","6,750"
"PrEP coverage and number of persons prescribed","2017","Ohio","39","25-34","All races/ethnicities","Both sexes","1,380","9.1","15,130"
"PrEP coverage and number of persons prescribed","2017","Ohio","39","13-24","All races/ethnicities","Both sexes","527","5.3","10,010"
"PrEP coverage and number of persons prescribed","2017","Oklahoma","40","45-54","All races/ethnicities","Both sexes","101","5.6","1,800"
"PrEP coverage and number of persons prescribed","2017","Oklahoma","40","35-44","All races/ethnicities","Both sexes","135","6.3","2,130"
"PrEP coverage and number of persons prescribed","2017","Oklahoma","40","25-34","All races/ethnicities","Both sexes","193","4.9","3,930"
"PrEP coverage and number of persons prescribed","2017","Oklahoma","40","13-24","All races/ethnicities","Both sexes","59","2.9","2,020"
"PrEP coverage and number of persons prescribed","2017","Oregon","41","45-54","All races/ethnicities","Both sexes","337","11.0","3,060"
"PrEP coverage and number of persons prescribed","2017","Oregon","41","35-44","All races/ethnicities","Both sexes","555","11.8","4,700"
"PrEP coverage and number of persons prescribed","2017","Oregon","41","25-34","All races/ethnicities","Both sexes","808","10.5","7,660"
"PrEP coverage and number of persons prescribed","2017","Oregon","41","13-24","All races/ethnicities","Both sexes","218","6.3","3,470"
"PrEP coverage and number of persons prescribed","2017","Palau","70","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Palau","70","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Palau","70","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Palau","70","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Pennsylvania","42","45-54","All races/ethnicities","Both sexes","815","15.4","5,280"
"PrEP coverage and number of persons prescribed","2017","Pennsylvania","42","35-44","All races/ethnicities","Both sexes","1,251","17.5","7,130"
"PrEP coverage and number of persons prescribed","2017","Pennsylvania","42","25-34","All races/ethnicities","Both sexes","2,564","22.1","11,580"
"PrEP coverage and number of persons prescribed","2017","Pennsylvania","42","13-24","All races/ethnicities","Both sexes","1,058","12.7","8,350"
"PrEP coverage and number of persons prescribed","2017","Puerto Rico","72","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","2,020"
"PrEP coverage and number of persons prescribed","2017","Puerto Rico","72","35-44","All races/ethnicities","Both sexes","42","2.5","1,710"
"PrEP coverage and number of persons prescribed","2017","Puerto Rico","72","25-34","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","2,850"
"PrEP coverage and number of persons prescribed","2017","Puerto Rico","72","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","1,650"
"PrEP coverage and number of persons prescribed","2017","Rhode Island","44","45-54","All races/ethnicities","Both sexes","102","11.0","930"
"PrEP coverage and number of persons prescribed","2017","Rhode Island","44","35-44","All races/ethnicities","Both sexes","151","16.2","930"
"PrEP coverage and number of persons prescribed","2017","Rhode Island","44","25-34","All races/ethnicities","Both sexes","235","19.7","1,190"
"PrEP coverage and number of persons prescribed","2017","Rhode Island","44","13-24","All races/ethnicities","Both sexes","90","14.5","620"
"PrEP coverage and number of persons prescribed","2017","South Carolina","45","45-54","All races/ethnicities","Both sexes","128","8.6","1,480"
"PrEP coverage and number of persons prescribed","2017","South Carolina","45","35-44","All races/ethnicities","Both sexes","156","8.2","1,910"
"PrEP coverage and number of persons prescribed","2017","South Carolina","45","25-34","All races/ethnicities","Both sexes","277","8.2","3,390"
"PrEP coverage and number of persons prescribed","2017","South Carolina","45","13-24","All races/ethnicities","Both sexes","74","3.0","2,450"
"PrEP coverage and number of persons prescribed","2017","South Dakota","46","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","260"
"PrEP coverage and number of persons prescribed","2017","South Dakota","46","35-44","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","230"
"PrEP coverage and number of persons prescribed","2017","South Dakota","46","25-34","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","360"
"PrEP coverage and number of persons prescribed","2017","South Dakota","46","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","150"
"PrEP coverage and number of persons prescribed","2017","Tennessee","47","45-54","All races/ethnicities","Both sexes","286","9.5","3,020"
"PrEP coverage and number of persons prescribed","2017","Tennessee","47","35-44","All races/ethnicities","Both sexes","394","10.3","3,820"
"PrEP coverage and number of persons prescribed","2017","Tennessee","47","25-34","All races/ethnicities","Both sexes","691","8.9","7,730"
"PrEP coverage and number of persons prescribed","2017","Tennessee","47","13-24","All races/ethnicities","Both sexes","244","4.1","5,980"
"PrEP coverage and number of persons prescribed","2017","Texas","48","45-54","All races/ethnicities","Both sexes","1,746","10.9","15,980"
"PrEP coverage and number of persons prescribed","2017","Texas","48","35-44","All races/ethnicities","Both sexes","2,702","11.4","23,640"
"PrEP coverage and number of persons prescribed","2017","Texas","48","25-34","All races/ethnicities","Both sexes","4,416","9.5","46,370"
"PrEP coverage and number of persons prescribed","2017","Texas","48","13-24","All races/ethnicities","Both sexes","1,392","5.0","28,090"
"PrEP coverage and number of persons prescribed","2017","U.S. Virgin Islands","78","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","U.S. Virgin Islands","78","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","U.S. Virgin Islands","78","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","U.S. Virgin Islands","78","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Utah","49","45-54","All races/ethnicities","Both sexes","143","21.3","670"
"PrEP coverage and number of persons prescribed","2017","Utah","49","35-44","All races/ethnicities","Both sexes","270","23.5","1,150"
"PrEP coverage and number of persons prescribed","2017","Utah","49","25-34","All races/ethnicities","Both sexes","443","17.9","2,480"
"PrEP coverage and number of persons prescribed","2017","Utah","49","13-24","All races/ethnicities","Both sexes","118","7.5","1,570"
"PrEP coverage and number of persons prescribed","2017","Vermont","50","45-54","All races/ethnicities","Both sexes","43","61.4","70"
"PrEP coverage and number of persons prescribed","2017","Vermont","50","35-44","All races/ethnicities","Both sexes","42","14.0","300"
"PrEP coverage and number of persons prescribed","2017","Vermont","50","25-34","All races/ethnicities","Both sexes","62","10.3","600"
"PrEP coverage and number of persons prescribed","2017","Vermont","50","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","220"
"PrEP coverage and number of persons prescribed","2017","Virginia","51","45-54","All races/ethnicities","Both sexes","331","8.2","4,060"
"PrEP coverage and number of persons prescribed","2017","Virginia","51","35-44","All races/ethnicities","Both sexes","449","6.8","6,590"
"PrEP coverage and number of persons prescribed","2017","Virginia","51","25-34","All races/ethnicities","Both sexes","855","7.5","11,390"
"PrEP coverage and number of persons prescribed","2017","Virginia","51","13-24","All races/ethnicities","Both sexes","251","3.0","8,310"
"PrEP coverage and number of persons prescribed","2017","Washington","53","45-54","All races/ethnicities","Both sexes","962","15.0","6,410"
